dataset,model,mode,seed,round,axis,selected_count,axis_selected_count,axis_selected_fraction,selected_true_mean,axis_true_mean,feedback_deficit,discordance_score,calibration,threshold_source,score_threshold,flagged
gfp,mlp,clean,1,3,pos=9,100,20,0.2,3.742462785179347,3.7064298373798,0.03603294779954691,0.007206589559909382,within_campaign_feedback_discordance,early_same_axis_plus_same_round_peer_axes,0.023513140178587463,False
gfp,mlp,clean,1,3,pos=212,100,8,0.08,3.742462785179347,3.68408392316875,0.058378862010596944,0.004670308960847755,within_campaign_feedback_discordance,early_same_axis_plus_same_round_peer_axes,0.024147210328352868,False
gfp,mlp,clean,1,3,pos=236,100,5,0.05,3.742462785179347,3.6799144401559998,0.06254834502334727,0.0031274172511673638,within_campaign_feedback_discordance,early_same_axis_plus_same_round_peer_axes,0.025304379110613163,False
gfp,mlp,clean,1,3,pos=229,100,10,0.1,3.742462785179347,3.7140949656399997,0.028367819539347305,0.0028367819539347307,within_campaign_feedback_discordance,early_same_axis_plus_same_round_peer_axes,0.025304379110613163,False
gfp,mlp,clean,1,3,pos=156,100,6,0.06,3.742462785179347,3.704375070045,0.03808771513434683,0.00228526290806081,within_campaign_feedback_discordance,early_same_axis_plus_same_round_peer_axes,0.02823131464343057,False
gfp,mlp,clean,1,3,pos=43,100,17,0.17,3.742462785179347,3.7317813168885294,0.01068146829081762,0.0018158496094389954,within_campaign_feedback_discordance,early_same_axis_plus_same_round_peer_axes,0.025304379110613163,False
gfp,mlp,clean,1,3,pos=158,100,18,0.18,3.742462785179347,3.7369563634052962,0.005506421774050807,0.0009911559193291452,within_campaign_feedback_discordance,early_same_axis_plus_same_round_peer_axes,0.02517756508066008,False
gfp,mlp,clean,1,3,pos=161,100,5,0.05,3.742462785179347,3.725061988366,0.017400796813347164,0.0008700398406673582,within_campaign_feedback_discordance,early_same_axis_plus_same_round_peer_axes,0.02517756508066008,False
gfp,mlp,clean,1,3,pos=117,100,6,0.06,3.742462785179347,3.7737818893766675,-0.031319104197320424,0.0,within_campaign_feedback_discordance,early_same_axis_plus_same_round_peer_axes,0.025304379110613163,False
gfp,mlp,clean,1,3,pos=121,100,6,0.06,3.742462785179347,3.7757064805008334,-0.0332436953214863,0.0,within_campaign_feedback_discordance,early_same_axis_plus_same_round_peer_axes,0.025304379110613163,False
gfp,mlp,clean,1,3,pos=144,100,6,0.06,3.742462785179347,3.8212603411583337,-0.07879755597898663,0.0,within_campaign_feedback_discordance,early_same_axis_plus_same_round_peer_axes,0.025304379110613163,False
gfp,mlp,clean,1,3,pos=153,100,8,0.08,3.742462785179347,3.803160513755625,-0.060697728576277754,0.0,within_campaign_feedback_discordance,early_same_axis_plus_same_round_peer_axes,0.025304379110613163,False
gfp,mlp,clean,1,3,pos=157,100,6,0.06,3.742462785179347,3.7435241843866667,-0.0010613992073196243,0.0,within_campaign_feedback_discordance,early_same_axis_plus_same_round_peer_axes,0.025304379110613163,False
